Frame #,# Obj,X,Y,Z,Doppler,Intensity
96,4,0.37109,2.3262,-0.28906,0.77059,237
96,4,0.37695,2.3711,-0.27734,0.77059,183
96,4,0.37109,2.3379,-0.16016,1.0275,227
96,4,0.37695,2.3828,-0.16211,1.0275,180
97,12,0.32422,2.5723,0.0625,0.25686,150
97,12,0.36328,2.2813,-0.30273,1.5412,156
97,12,0.37109,2.3262,-0.29492,1.5412,147
97,12,0.4375,2.209,-0.59961,-1.798,254
97,12,0.44531,2.252,-0.60547,-1.798,284
97,12,0.36328,2.2988,-0.11523,-1.5412,280
97,12,0.37109,2.3398,-0.13477,-1.5412,303
97,12,0.36328,2.2988,-0.097656,-1.2843,268
97,12,0.37109,2.3418,-0.089844,-1.2843,297
97,12,0.29102,2.3105,-0.013672,-1.0275,132
97,12,0.37109,2.3438,0.03125,-1.0275,152
97,12,0.4375,2.2871,0.0058594,-1.0275,132
98,11,0.14258,2.2754,-0.1543,0,107
98,11,0.14648,2.3242,-0.0625,0,325
98,11,0.14844,2.3691,-0.048828,0,437
98,11,0.15039,2.4121,-0.023438,0,248
98,11,0.14648,2.2793,-0.46289,-0.51373,279
98,11,0.074219,2.3145,-0.51953,-0.51373,335
98,11,0,2.332,-0.63672,-0.51373,156
98,11,0.14258,2.2656,-0.26367,-0.25686,161
98,11,0.14648,2.3125,-0.23242,-0.25686,555
98,11,0.14844,2.3574,-0.23242,-0.25686,728
98,11,0.15039,2.4023,-0.21094,-0.25686,386
99,5,0.34961,2.2012,-0.24219,-1.798,133
99,5,0.27539,2.1758,-0.12695,-1.5412,111
99,5,0.34961,2.2109,-0.095703,-1.5412,203
99,5,0.35742,2.2559,-0.070313,-1.5412,164
99,5,0.34961,2.2129,0.089844,-1.2843,109
100,20,0.16016,2.543,-0.087891,0.25686,163
100,20,0.24219,2.582,-0.011719,0.25686,180
100,20,0.28516,2.2383,-0.36523,1.2843,227
100,20,0.29102,2.2793,-0.37891,1.2843,300
100,20,0.37109,2.3223,-0.32422,1.2843,168
100,20,0.28516,2.2578,-0.20313,1.5412,219
100,20,0.29102,2.3027,-0.19336,1.5412,281
100,20,0.29688,2.3477,-0.1875,1.5412,158
100,20,0.36328,2.2383,-0.53516,1.798,147
100,20,0.64258,0.92969,1.9863,-2.0549,131
100,20,0.58203,1.0195,2.0117,-2.0549,177
100,20,0.59375,1.0703,2.0332,-2.0549,104
100,20,0.36328,2.293,-0.19727,-1.0275,150
100,20,0.37109,2.3398,-0.14648,-1.0275,156
100,20,0.36328,2.3008,0.0039063,-0.77059,166
100,20,0.37109,2.3438,0.015625,-0.77059,171
100,20,0.23828,2.5117,-0.36914,-0.25686,133
100,20,-0.21484,2.2695,-0.16016,-2.0549,103
100,20,-0.21875,2.3125,-0.16211,-2.0549,143
100,20,-0.22266,2.3535,-0.21289,-2.0549,89
101,7,0.14844,2.3613,-0.19141,0,109
101,7,0.39063,2.4492,-0.35547,0.25686,141
101,7,0.2793,2.2012,-0.31641,-0.77059,128
101,7,0.27539,2.1758,-0.14258,-0.51373,182
101,7,0.2793,2.2188,-0.1543,-0.51373,191
101,7,0.072266,2.2969,-0.38477,-0.25686,207
101,7,0.14844,2.3359,-0.39063,-0.25686,272
102,10,0.35742,2.2363,-0.30859,-2.0549,121
102,10,0.41992,2.1953,-0.16211,-1.798,231
102,10,0.35742,2.252,-0.16406,-1.798,457
102,10,0.36328,2.2949,-0.16211,-1.798,365
102,10,0.37109,2.3398,-0.1582,-1.798,111
102,10,0.34961,2.2148,-0.011719,-1.5412,233
102,10,0.35742,2.2578,-0.046875,-1.5412,456
102,10,0.29102,2.3105,-0.050781,-1.5412,371
102,10,0.28516,2.2656,-0.076172,-1.2843,269
102,10,0.29102,2.3105,-0.041016,-1.2843,240
103,7,0.39063,2.4336,-0.44922,0,99
103,7,0.3125,2.4629,-0.33203,0.25686,136
103,7,0.39063,2.373,-0.69922,-0.51373,143
103,7,0.38477,2.3398,-0.66016,-0.25686,163
103,7,0.3125,2.4004,-0.64453,-0.25686,310
103,7,0.31836,2.4531,-0.61914,-0.25686,248
103,7,0.41211,2.5938,-0.23242,-0.25686,185
104,21,0.21875,2.2344,-0.62305,0,95
104,21,0.29688,2.293,-0.53711,0,95
104,21,0.39063,2.4219,-0.50586,0,110
104,21,0.14258,2.2441,-0.4043,0.25686,210
104,21,0.21875,2.2793,-0.43164,0.25686,480
104,21,0.22266,2.3242,-0.43164,0.25686,461
104,21,0.22656,2.373,-0.40039,0.25686,193
104,21,0.14258,2.2598,-0.30273,0.51373,517
104,21,0.21875,2.2988,-0.30664,0.51373,1163
104,21,0.22266,2.3438,-0.30664,0.51373,1094
104,21,0.22656,2.3887,-0.29297,0.51373,433
104,21,0.14258,2.2734,-0.17773,0.77059,376
104,21,0.14648,2.3164,-0.19531,0.77059,853
104,21,0.14844,2.3613,-0.19727,0.77059,797
104,21,0.22656,2.4023,-0.1582,0.77059,314
104,21,0.21875,2.3105,-0.19531,1.0275,216
104,21,0.22266,2.3535,-0.2207,1.0275,223
104,21,0.36328,2.2891,-0.24023,1.2843,147
104,21,0.37109,2.3242,-0.30078,1.2843,172
104,21,0.35742,2.252,-0.16797,-1.5412,123
104,21,0.48633,2.5469,-0.0097656,-0.25686,180
105,23,0.14258,2.2813,0,0,143
105,23,0.14648,2.3242,0.013672,0,331
105,23,0.14844,2.3691,0.037109,0,312
105,23,0.076172,2.4141,0.11523,0,123
105,23,0.3125,2.4629,-0.33203,0,209
105,23,0.39844,2.4961,-0.33008,0,230
105,23,0.4043,2.5469,-0.27148,0,135
105,23,0.30859,2.4336,-0.20313,0.25686,147
105,23,0.23438,2.4883,-0.16992,0.25686,233
105,23,0.23828,2.5352,-0.10156,0.25686,174
105,23,0.29102,2.3047,-0.16992,-0.77059,244
105,23,0.29688,2.3496,-0.1543,-0.77059,270
105,23,0.14648,2.2871,-0.41602,-0.51373,205
105,23,0.3125,2.3887,-0.68555,-0.51373,233
105,23,0.39844,2.418,-0.70117,-0.51373,245
105,23,0.072266,2.2734,-0.21289,-0.25686,228
105,23,0.14648,2.3145,-0.21484,-0.25686,495
105,23,0.14844,2.3594,-0.21484,-0.25686,453
105,23,0.15039,2.4102,-0.087891,-0.25686,163
105,23,0.30859,2.4023,-0.43359,-0.25686,262
105,23,0.3125,2.4355,-0.49805,-0.25686,579
105,23,0.39844,2.4707,-0.48047,-0.25686,569
105,23,0.4043,2.5352,-0.36719,-0.25686,336
106,10,0.36328,2.2852,-0.27539,0.51373,149
106,10,0.37109,2.3301,-0.25,0.51373,135
106,10,0.36328,2.2949,-0.16016,0.77059,163
106,10,0.37109,2.3418,-0.11328,0.77059,153
106,10,0.34375,2.1582,-0.22461,-1.5412,178
106,10,0.34961,2.2031,-0.21875,-1.5412,237
106,10,0.28516,2.2578,-0.20703,-1.5412,130
106,10,0.27539,2.1777,-0.089844,-1.2843,191
106,10,0.2793,2.2227,-0.052734,-1.2843,259
106,10,0.28516,2.2676,-0.015625,-1.2843,148
107,6,0.39063,2.459,-0.26758,0,90
107,6,0.28516,2.2246,-0.4375,1.0275,125
107,6,0.21484,2.2617,-0.24609,1.2843,138
107,6,0.3125,2.4395,-0.48047,-0.25686,217
107,6,0.39844,2.4941,-0.3457,-0.25686,221
107,6,0.46875,2.4258,-0.41602,-0.25686,216
108,9,0.39063,2.4551,-0.30469,0,199
108,9,0.47852,2.4844,-0.30469,0,285
108,9,0.48633,2.5234,-0.34375,0,203
108,9,0.3125,2.4746,-0.24219,0.25686,202
108,9,0.39844,2.5078,-0.23047,0.25686,180
108,9,0.3125,2.4668,-0.31055,0.51373,163
108,9,0.27539,2.1738,-0.16406,-0.51373,154
108,9,0.2793,2.2168,-0.17383,-0.51373,161
108,9,0.55859,2.4492,-0.42969,-0.25686,394
109,23,0.39844,2.5098,-0.21094,0.25686,156
109,23,0.48633,2.543,-0.14648,0.25686,171
109,23,0.35742,2.2109,-0.45898,1.0275,123
109,23,0.36328,2.2676,-0.38477,1.0275,118
109,23,0.35742,2.2383,-0.29102,1.2843,136
109,23,0.36328,2.291,-0.21094,1.2843,127
109,23,0.35742,2.2363,-0.30664,-1.798,209
109,23,0.36328,2.2832,-0.29102,-1.798,201
109,23,0.34961,2.207,-0.18555,-1.5412,355
109,23,0.35742,2.25,-0.18359,-1.5412,858
109,23,0.36328,2.2949,-0.16992,-1.5412,843
109,23,0.37109,2.3398,-0.14258,-1.5412,339
109,23,0.34961,2.2129,-0.080078,-1.2843,390
109,23,0.28516,2.2676,-0.0625,-1.2843,948
109,23,0.29102,2.3105,-0.050781,-1.2843,933
109,23,0.29688,2.3555,-0.025391,-1.2843,374
109,23,0.2793,2.2246,0.0039063,-1.0275,155
109,23,0.28516,2.2676,0.0019531,-1.0275,368
109,23,0.29102,2.3105,0.0039063,-1.0275,359
109,23,0.29688,2.3555,0.0019531,-1.0275,139
109,23,0.38477,2.3262,-0.70508,-0.25686,125
109,23,0.46875,2.3789,-0.63281,-0.25686,215
109,23,0.47852,2.4414,-0.56055,-0.25686,227
110,4,0.27539,2.1738,-0.15625,0.77059,175
110,4,0.2793,2.2188,-0.14453,0.77059,176
110,4,0.37109,2.3398,-0.14453,-0.25686,130
110,4,0.3125,2.4492,-0.42188,-0.25686,184
111,20,0.21875,2.2656,-0.49609,0,126
111,20,0.22266,2.3184,-0.45898,0,99
111,20,0.21484,2.2441,-0.37891,0.25686,372
111,20,0.21875,2.2832,-0.40234,0.25686,713
111,20,0.14844,2.3281,-0.43164,0.25686,585
111,20,0.22656,2.3613,-0.46875,0.25686,210
111,20,0.30859,2.4043,-0.42578,0.25686,196
111,20,0.39063,2.4512,-0.33594,0.25686,274
111,20,0.14258,2.2637,-0.27734,0.51373,632
111,20,0.14648,2.3047,-0.30469,0.51373,1233
111,20,0.22266,2.3457,-0.28125,0.51373,1017
111,20,0.22656,2.3887,-0.29883,0.51373,331
111,20,0.21484,2.2715,-0.13281,0.77059,384
111,20,0.21875,2.3145,-0.15039,0.77059,760
111,20,0.22266,2.3574,-0.1582,0.77059,632
111,20,0.22656,2.4023,-0.13477,0.77059,203
111,20,0.29102,2.2969,-0.25586,1.0275,150
111,20,0.29688,2.3379,-0.28516,1.0275,143
111,20,0.3125,2.3867,-0.69531,-0.25686,111
111,20,-0.62695,1.6582,1.7695,-0.25686,57
112,11,0.14258,2.2813,-0.033203,0,157
112,11,0.14648,2.3242,-0.041016,0,323
112,11,0.14844,2.3691,-0.041016,0,274
112,11,0.15039,2.4121,-0.068359,0,103
112,11,0.30859,2.4023,-0.44336,0.25686,158
112,11,0.3125,2.4375,-0.48828,0.25686,218
112,11,0.29102,2.2969,-0.25586,-0.77059,207
112,11,0.29688,2.3418,-0.24219,-0.77059,201
112,11,0.072266,2.2656,-0.28711,-0.25686,203
112,11,0.14648,2.3027,-0.31836,-0.25686,388
112,11,0.074219,2.3457,-0.34961,-0.25686,305
113,9,0.30859,2.3945,-0.48242,0.25686,182
113,9,0.39063,2.4414,-0.4082,0.25686,312
113,9,0.39844,2.4805,-0.42969,0.25686,278
113,9,0.48633,2.5195,-0.36914,0.25686,171
113,9,0.29102,2.293,-0.29297,0.51373,149
113,9,0.37109,2.3281,-0.27344,0.51373,170
113,9,0.38477,2.3496,-0.62109,-0.25686,124
113,9,0.39063,2.3926,-0.63086,-0.25686,207
113,9,0.39844,2.4492,-0.58594,-0.25686,142
114,15,0.3125,2.4648,-0.32227,0.25686,148
114,15,0.28516,2.2344,-0.38867,1.0275,146
114,15,0.29102,2.2656,-0.45898,1.0275,159
114,15,0.28516,2.2422,-0.33594,1.2843,366
114,15,0.29102,2.2852,-0.3457,1.2843,412
114,15,0.29688,2.3281,-0.34766,1.2843,196
114,15,0.34961,2.1914,-0.32227,1.5412,178
114,15,0.35742,2.2383,-0.29688,1.5412,493
