Frame #,# Obj,X,Y,Z,Doppler,Intensity
146,10,0.23828,2.5352,-0.11719,0,139
146,10,0.24219,2.5801,-0.076172,0,218
146,10,0.33008,2.6152,0.035156,0,130
146,10,0.31836,2.498,0.39063,0.25686,161
146,10,0.32422,2.5625,0.23047,0.25686,350
146,10,0.33008,2.6035,0.26172,0.25686,267
146,10,0.23438,2.3887,-0.7168,-0.51373,129
146,10,0.23828,2.4395,-0.69727,-0.51373,181
146,10,0.23438,2.4102,-0.64258,-0.25686,129
146,10,0.16016,2.4492,-0.68555,-0.25686,180
147,6,-3.5957,2.5273,6.9453,0.25686,109
147,6,0.2793,2.1074,-0.71289,-1.2843,123
147,6,0.34375,2.0977,-0.55664,-1.0275,157
147,6,0.2793,2.1328,-0.62695,-1.0275,170
147,6,0.3125,2.4023,-0.63867,-0.25686,117
147,6,0.31836,2.4668,-0.55664,-0.25686,168
149,12,0.60547,2.0293,-0.38672,0.51373,229
149,12,0.61719,2.0723,-0.38672,0.51373,470
149,12,0.63086,2.1152,-0.39258,0.51373,405
149,12,0.64258,2.1563,-0.40234,0.51373,143
149,12,0.53906,2.0684,-0.26563,0.77059,245
149,12,0.54883,2.1113,-0.26367,0.77059,500
149,12,0.63086,2.1367,-0.24219,0.77059,434
149,12,0.57227,2.1992,-0.25195,0.77059,152
149,12,0.54883,2.125,-0.11328,1.0275,153
149,12,0.56055,2.168,-0.11328,1.0275,129
149,12,0.3125,2.3867,-0.69336,-0.25686,188
149,12,0.31836,2.459,-0.58789,-0.25686,164
151,6,0.61719,2.0879,-0.29297,-1.2843,146
151,6,0.60547,2.0508,-0.25586,-1.0275,146
151,6,0.61719,2.0957,-0.23828,-1.0275,319
151,6,0.63086,2.1367,-0.24414,-1.0275,289
151,6,0.54883,2.125,-0.11914,-0.77059,214
151,6,0.56055,2.166,-0.12305,-0.77059,194
152,4,0.45117,2.0059,-0.20703,-1.5412,194
152,4,0.46094,2.0508,-0.18555,-1.5412,164
152,4,0.45117,2.0137,-0.097656,-1.2843,165
152,4,0.5957,2.5234,-0.83789,-0.25686,167
154,18,0.16016,2.498,-0.48438,0,143
154,18,0.24219,2.5352,-0.48633,0,185
154,18,0.41211,2.584,-0.32617,0,126
154,18,0.66992,2.5703,-0.36328,0,102
154,18,0.16016,2.5234,-0.33203,0.25686,232
154,18,0.080078,2.5371,-0.52539,0.25686,258
154,18,0.16406,2.6211,-0.23828,0.25686,167
154,18,0.25195,2.6641,-0.16992,0.25686,162
154,18,0,6.7598,-0.85156,0.25686,169
154,18,0.080078,2.541,-0.18164,0.51373,192
154,18,0.16211,2.5742,-0.26172,0.51373,270
154,18,0.16406,2.6172,-0.2832,0.51373,214
154,18,0.23828,2.4492,-0.66602,-0.25686,111
154,18,0.4043,2.5234,-0.4375,-0.25686,170
154,18,0.49414,2.5488,-0.45703,-0.25686,287
154,18,0.50195,2.5742,-0.55469,-0.25686,301
154,18,0.51172,2.5723,-0.73828,-0.25686,134
154,18,-0.51172,1.8418,1.9414,-0.25686,74
155,18,0.23438,2.4414,-0.50977,0,78
155,18,0.23828,2.5195,-0.30859,0,113
155,18,0.16211,2.5703,-0.30469,0,117
155,18,0.082031,2.6348,-0.056641,0,91
155,18,0.50195,2.5879,-0.48242,0,132
155,18,0.23438,2.4902,-0.12305,0.25686,127
155,18,0.16016,2.5449,-0.021484,0.25686,307
155,18,0.16211,2.5879,-0.048828,0.25686,405
155,18,0.16406,2.625,-0.20117,0.25686,253
155,18,0.080078,2.5918,0.0097656,0.51373,194
155,18,0.31836,2.4727,-0.53516,-0.51373,155
155,18,0.3125,2.4238,-0.55273,-0.25686,254
155,18,0.31836,2.5059,-0.34766,-0.25686,432
155,18,0.32422,2.5684,-0.15625,-0.25686,376
155,18,0.58594,2.4902,-0.80273,-0.25686,289
155,18,-0.7168,0.22656,2.4355,0,67
155,18,-0.72852,0,-2.5508,0,76
155,18,-0.90625,0.38281,2.4473,0,50
156,8,0.23828,2.5371,0.0097656,0.25686,182
156,8,0.32422,2.5723,0.076172,0.25686,211
156,8,-0.36328,2.2949,-0.16406,0.77059,167
156,8,-0.29688,2.3516,-0.11328,0.77059,185
156,8,0.31836,2.5156,-0.25195,-0.25686,193
156,8,0.32422,2.5566,-0.28906,-0.25686,270
156,8,0.49414,2.5137,-0.625,-0.25686,175
156,8,0.66992,2.498,-0.70508,-0.25686,187
157,12,0.49414,2.5352,-0.53516,0,132
157,12,0.50195,2.5605,-0.61523,0,133
157,12,0,3.7793,-0.03125,0,123
157,12,0.078125,2.4746,-0.38672,0.25686,133
157,12,0.16016,2.5195,-0.35156,0.25686,185
157,12,-0.11719,3.7734,0.19531,0.25686,254
157,12,-0.11914,3.8203,0.13867,0.25686,183
157,12,0.23438,2.4082,-0.65039,-0.25686,118
157,12,0.16016,2.4434,-0.70703,-0.25686,159
157,12,0.57617,2.4785,-0.69141,-0.25686,276
157,12,0.58594,2.5,-0.77148,-0.25686,313
157,12,-0.41211,1.7207,1.9551,-0.25686,140
159,19,0,2.3555,-0.85352,0,168
159,19,0.080078,2.459,-0.66992,0,240
159,19,0.080078,2.498,-0.68945,0,98
159,19,0.082031,2.6055,-0.4043,0,95
159,19,0.083984,2.6426,-0.44531,0,113
159,19,0,2.3652,-0.68359,0.25686,136
159,19,0,2.416,-0.66602,0.25686,344
159,19,0,2.4629,-0.65625,0.25686,407
159,19,0,2.5273,-0.57617,0.25686,225
159,19,-0.1543,2.3574,-0.69336,0.51373,163
159,19,-0.078125,2.4473,-0.5332,0.51373,288
159,19,0,2.5039,-0.48047,0.51373,313
159,19,-0.080078,2.541,-0.51367,0.51373,173
159,19,0.23828,2.4961,-0.45703,-0.25686,141
159,19,0.32422,2.5215,-0.51367,-0.25686,181
159,19,0.082031,2.5371,-0.71484,-0.25686,217
159,19,0.083984,2.5996,-0.65234,-0.25686,188
159,19,-0.64844,1.0996,2.2578,-0.25686,91
159,19,-0.82422,0.98438,2.3027,-0.25686,109
160,17,0.078125,2.4023,-0.70703,0,194
160,17,0.080078,2.4414,-0.73047,0,483
160,17,0,2.4648,-0.80273,0,498
160,17,0.082031,2.5039,-0.82227,0,259
160,17,0.083984,2.5859,-0.70508,0,98
160,17,0,2.3965,-0.72656,0.25686,302
160,17,0.080078,2.4648,-0.64453,0.25686,760
160,17,0.080078,2.5176,-0.61133,0.25686,848
160,17,0.082031,2.5742,-0.56836,0.25686,432
160,17,0,2.4355,-0.58594,0.51373,186
160,17,0.080078,2.498,-0.5,0.51373,451
160,17,0,2.5488,-0.48047,0.51373,482
160,17,0,2.6035,-0.41797,0.51373,233
160,17,0.23828,2.4883,-0.49805,-0.25686,168
160,17,0.082031,2.502,-0.82813,-0.25686,139
160,17,0.16797,2.625,-0.52148,-0.25686,148
160,17,0.16211,2.4824,-0.72852,0,498
161,5,0.080078,2.498,-0.68945,0,96
161,5,0.16406,2.5449,-0.67188,0,110
161,5,-0.080078,2.3906,-1,0.25686,106
161,5,0.24219,2.543,-0.44727,-0.25686,111
161,5,0.16406,2.5742,-0.54688,-0.25686,163
162,6,0.16211,2.4473,-0.8418,0,133
162,6,0.16406,2.4961,-0.83203,0,108
162,6,0.16016,2.4922,-0.50977,0.25686,181
162,6,0.24219,2.5234,-0.54688,0.25686,276
162,6,0.33008,2.5566,-0.55664,0.25686,247
162,6,0.41797,2.5781,-0.60352,0.25686,141
185,3,0.080078,2.5449,-0.48828,0.25686,89
185,3,0.080078,2.4277,-0.77344,-0.25686,119
185,3,0.16211,2.4707,-0.77344,-0.25686,150
186,1,0.16016,2.5195,-0.35938,-0.25686,125
187,14,0.078125,2.4004,-0.71094,0,108
187,14,0.080078,2.4473,-0.71094,0,266
187,14,0.16211,2.5117,-0.62109,0,290
187,14,0.16406,2.5625,-0.5957,0,162
187,14,0.080078,2.5234,-0.3457,0.25686,132
187,14,0.16211,2.5742,-0.26172,0.25686,150
187,14,0.16016,2.3379,-1.002,-0.51373,241
187,14,0.16211,2.4023,-0.96094,-0.51373,260
187,14,0.16406,2.459,-0.94141,-0.51373,142
187,14,0.15625,2.3613,-0.82031,-0.25686,239
187,14,0.16016,2.4102,-0.8125,-0.25686,585
187,14,0.080078,2.4648,-0.80078,-0.25686,643
187,14,0.16406,2.541,-0.68359,-0.25686,351
187,14,-0.82422,1.7344,1.8066,-0.51373,72
188,15,0.078125,2.4727,-0.39844,0,194
188,15,0.16016,2.5117,-0.41016,0,330
188,15,0.16211,2.5547,-0.41602,0,275
188,15,0.16406,2.6094,-0.34375,0,132
188,15,0.41797,2.6348,-0.27344,0.25686,125
188,15,0.15625,2.4629,-0.42578,-0.51373,197
188,15,0.16016,2.4629,-0.63672,-0.51373,428
188,15,0.16211,2.4746,-0.75391,-0.51373,371
188,15,0.082031,2.4688,-0.92578,-0.51373,147
188,15,0.15625,2.4668,-0.41211,-0.25686,385
188,15,0.080078,2.4824,-0.57031,-0.25686,687
188,15,0.080078,2.5078,-0.65234,-0.25686,548
188,15,0.082031,2.4883,-0.87109,-0.25686,207
188,15,-0.90625,1.6328,1.8613,-0.51373,77
188,15,-0.90625,1.5195,1.9551,-0.25686,113
189,13,0.16016,2.5117,-0.40625,0,126
189,13,0.16211,2.5488,-0.44531,0,102
189,13,0.24219,2.5801,0.11328,0.25686,169
189,13,0.1543,2.2852,-0.89844,-1.2843,132
189,13,0.15625,2.3398,-0.88086,-1.2843,121
189,13,0.1543,2.3496,-0.71875,-1.0275,167
189,13,0.078125,2.3945,-0.73047,-1.0275,162
189,13,0.23828,2.4766,-0.55078,-0.51373,129
189,13,0.24219,2.4902,-0.68164,-0.51373,171
189,13,0.23438,2.4512,-0.46484,-0.25686,165
189,13,0.23828,2.4941,-0.46484,-0.25686,315
189,13,0.24219,2.5371,-0.47656,-0.25686,341
189,13,0.24805,2.584,-0.4668,-0.25686,204
190,4,0.23828,2.5273,0.24219,0.25686,119
190,4,0.24219,2.5645,0.29688,0.25686,122
190,4,0.50195,2.6094,-0.34961,0.25686,121
190,4,0.51172,2.6504,-0.37695,0.25686,148
191,3,0.41211,2.0469,-0.68555,-0.77059,126
191,3,0.41992,2.0938,-0.68359,-0.77059,168
191,3,0.34961,2.1504,-0.52734,-0.51373,124
192,10,0.63086,2.0742,-0.56836,0,88
192,10,0.61719,2.041,-0.52734,0.25686,241
192,10,0.63086,2.084,-0.53125,0.25686,302
192,10,0.64258,2.1289,-0.52539,0.25686,171
192,10,0.61719,2.0703,-0.40625,0.51373,328
192,10,0.56055,2.1309,-0.41211,0.51373,430
192,10,0.64258,2.1641,-0.35156,0.51373,260
192,10,0.61719,2.0898,-0.27734,0.77059,151
192,10,0.56055,2.1563,-0.24805,0.77059,211
192,10,0.57227,2.209,-0.14453,0.77059,133
193,10,0.63086,2.1152,-0.39258,0,176
193,10,0.57227,2.1797,-0.38281,0,235
193,10,0.58203,2.2285,-0.3418,0,137
193,10,0.54883,2.1055,-0.30078,0.25686,107
193,10,0.63086,2.1348,-0.26367,0.25686,369
193,10,0.57227,2.1992,-0.25391,0.25686,481
193,10,0.58203,2.2441,-0.23242,0.25686,278
193,10,0.63086,2.1484,-0.11133,0.51373,283
193,10,0.57227,2.2109,-0.10742,0.51373,370
193,10,0.58203,2.2539,-0.089844,0.51373,203
194,3,0.5,2.2285,-0.0625,0,114
194,3,0.57227,2.207,-0.17383,-0.25686,205
194,3,0.50977,2.2656,-0.17969,-0.25686,142
195,11,0.60547,2.0371,-0.3457,-1.798,144
195,11,0.61719,2.0879,-0.29297,-1.798,278
195,11,0.63086,2.1348,-0.26172,-1.798,228
195,11,0.60547,2.0605,-0.16797,-1.5412,302
195,11,0.6875,2.082,-0.14453,-1.5412,548
195,11,0.63086,2.1465,-0.13672,-1.5412,438
195,11,0.64258,2.1895,-0.13086,-1.5412,141
195,11,0.60547,2.0664,0.0625,-1.2843,150
195,11,0.54883,2.127,0.0625,-1.2843,278
195,11,0.63086,2.1504,0.072266,-1.2843,226
195,11,0.6875,2.0859,0.076172,-1.2843,278
196,5,0.23828,2.5254,-0.24414,0,84
196,5,0.37891,1.9785,-0.16602,-1.798,200
196,5,0.45117,2.0078,-0.17578,-1.798,161
196,5,0.37891,1.9844,-0.064453,-1.5412,203
196,5,0.38672,2.0273,-0.070313,-1.5412,156
197,2,0.3125,2.4648,-0.31445,0.25686,192
197,2,0.23828,2.5273,-0.22266,0.25686,163
198,9,0.31836,2.5215,-0.19336,0,91
198,9,0.24219,2.5742,-0.20898,0,172
198,9,0.24805,2.6133,-0.24609,0,154
198,9,0.30859,2.3906,-0.50195,0.25686,169
198,9,0.3125,2.4512,-0.4082,0.25686,247
198,9,0.31836,2.5137,-0.28516,0.25686,164
198,9,0.16406,2.6211,-0.22852,0.25686,198
198,9,0.39844,2.5039,-0.25781,-0.25686,205
198,9,0.32422,2.5664,-0.17383,-0.25686,208
199,12,0.49414,2.584,-0.16602,0,136
199,12,0.58594,2.5977,-0.31445,0,149
199,12,-0.29102,2.2949,-0.28125,1.0275,151
199,12,-0.28516,2.2617,-0.1582,1.2843,156
199,12,-0.29102,2.3047,-0.17969,1.2843,182
199,12,0.49414,2.502,-0.66797,-0.51373,138
199,12,0.58594,2.502,-0.76758,-0.51373,144
199,12,0.23438,2.4102,-0.64063,-0.25686,123
199,12,0.4043,2.543,-0.30664,-0.25686,175
199,12,0.49414,2.541,-0.5,-0.25686,322
199,12,0.58594,2.543,-0.61523,-0.25686,344
199,12,0.5957,2.5664,-0.69727,-0.25686,242
200,6,0.16016,2.5195,-0.35742,0,94
200,6,0.15625,2.4766,-0.33789,0.25686,164
200,6,0.16016,2.5332,-0.23242,0.25686,258
200,6,0.16211,2.582,-0.17969,0.25686,223
200,6,0.58594,2.5566,-0.55664,-0.25686,164
200,6,0.5957,2.5859,-0.62305,-0.25686,177
201,9,0.49414,2.4961,-0.69141,0,92
201,9,0.50195,2.5508,-0.6543,0,100
201,9,0,3.7793,0.060547,0,138
201,9,0,3.8223,0.10352,0,101
201,9,-0.11719,3.7637,0.32031,0.25686,244
201,9,-0.11914,3.8008,0.39258,0.25686,172
201,9,0,3.8848,0.45703,0.25686,162
201,9,0.49414,2.4453,-0.85742,-0.25686,184
201,9,0.50195,2.5117,-0.78906,-0.25686,207
203,5,0.080078,2.5176,-0.39063,0,99
203,5,0.080078,2.5781,-0.25781,0,111
203,5,0.30859,2.3438,-0.68555,-0.25686,128
203,5,0.080078,2.5234,-0.35742,-0.25686,119
203,5,0.16211,2.5586,-0.39258,-0.25686,209
204,7,0.080078,2.4746,-0.60352,0,121
204,7,0.080078,2.5234,-0.58789,0,121
204,7,0.078125,2.4805,-0.33789,0.25686,198
204,7,0.080078,2.5273,-0.32227,0.25686,323
204,7,0.16211,2.5762,-0.25,0.25686,239
204,7,0.23828,2.4785,-0.54883,-0.25686,153
204,7,0,2.5684,-0.35156,0.25686,238
205,14,0.078125,2.3379,-0.89648,0,92
205,14,0.080078,2.4102,-0.82813,0,179
205,14,0.080078,2.4531,-0.83594,0,153
205,14,0.078125,2.4336,-0.5918,0.25686,230
205,14,0.080078,2.4922,-0.5293,0.25686,498
205,14,0.080078,2.543,-0.49805,0.25686,489
205,14,0.16406,2.5781,-0.53125,0.25686,246
205,14,0.080078,2.5332,-0.26758,0.51373,167
205,14,0.080078,2.5723,-0.32031,0.51373,184
205,14,0.23828,2.4453,-0.68164,-0.51373,117
205,14,0.24219,2.4727,-0.74219,-0.51373,150
205,14,0.31836,2.4824,-0.48047,-0.25686,255
205,14,0.24219,2.5176,-0.56836,-0.25686,297
205,14,0.24805,2.5469,-0.63672,-0.25686,156
206,15,0.080078,2.3535,-0.97461,0,129
206,15,0.16211,2.4375,-0.86914,0,260
206,15,0.16406,2.5059,-0.80469,0,237
206,15,0.16797,2.5547,-0.79883,0,98
206,15,0.15625,2.4844,-0.28125,0.25686,139
206,15,0.16016,2.498,-0.48633,0.25686,359
